title,company,expected,link,project,level,work mode,salary,salary_for,city,ukrainian_people
Analyst Credit Risk Models Validation,HSBC Service Delivery (Polska) Sp. z o.o.,,"https://www.pracuj.pl/praca/analyst-credit-risk-models-validation-krakow-kapelanka-42a,oferta,1003705165",,specialist (Mid / Regular),hybrid work,,,Kraków,True
Analityk Biznesowy,HRK S.A.,,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1003713542","Nasz Klient to dynamicznie rozwijająca się firma z branży usług i wellness, ciesząca się stabilną pozycją na rynku.,Poszukujemy kandydata z doświadczeniem w analizie danych oraz kontrolingu biznesowym, który będzie odpowiedzialny za monitorowanie wyników operacyjnych i sprzedażowych, przygotowywanie raportów finansowych, rozwój narzędzi BI oraz wspieranie kadry zarządzającej w podejmowaniu decyzji na podstawie analiz danych.,Firma oferuje inspirujące środowisko pracy i możliwość realnego wpływu na podejmowane decyzje.",specjalista (Mid / Regular),praca hybrydowa,,,,False
Tosca Automation Analyst,Adecco Consulting Sp. z o.o.,"Tosca,Selenium,Java,Python","https://www.pracuj.pl/praca/tosca-automation-analyst-warszawa,oferta,1003669864","Tosca Automation Analyst - hybrid/remote in Poland (Warsaw, Krakow and Wroclaw). Our Client is a global leader in next-generation digital services and consulting. Client mission is to empower organizations worldwide through cutting-edge technology solutions. Our Client primary focus is on software development, maintenance, and independent validation services to companies in finance, insurance, manufacturing and other domains.","specialist (Mid / Regular), senior specialist (Senior)","home office work, hybrid work",,,,False
Advanced Cyber Security Researcher (Penetration Testing),Honeywell,,"https://www.pracuj.pl/praca/advanced-cyber-security-researcher-penetration-testing-krakow,oferta,1003716080","The Advanced Cyber Security Researcher reports to the Product Security Assurance Leader and will be responsible for assessing and evaluating the security posture of a variety of Honeywell Aerospace Products and partner technologies.  This role will be responsible for security services delivery, which may include use of application, network, firmware, mobile, hardware security toolsets, detection of security defects, and remediation consultation of those weaknesses.  Our services support the identification of potential attack techniques and serve as the foundation for continuously improving the product development lifecycle.",specialist (Mid / Regular),full office work,,,,False
AWS Senior DevOps Engineer,Strive Sp. z o.o.,"AWS,Kubernetes,EKS,PowerShell,Bash,Python,Prometheus,Grafana","https://www.pracuj.pl/praca/aws-senior-devops-engineer-warszawa,oferta,1003698147","Dla naszego klienta - polsko-amerykańskiego dostawcy usług cloudowych - poszukujemy Senior DevOps Engineera z doświadczeniem w pracy z platformą AWS, który chciałby rozwijać się w zespole odpowiedzialnym za zaawansowaną infrastrukturę chmurową oraz rozwiązania Kubernetes (EKS).",starszy specjalista (Senior),praca zdalna,22000–27000,netto (+ VAT) / mies.,,False
Staff DevOps Engineer,Oviva,"Kubernetes,GitOps,Terraform,Prometheus,DNS,TLS,HTTP,Python,Bash","https://www.pracuj.pl/praca/staff-devops-engineer-warszawa-prosta-67,oferta,1003713038",The job is to improve automation and standardisation across the entire engineering department by fostering a culture of continuous improvement and innovation within the DevOps practice. The goal is to empower other teams to be as independent as possible by provider supportive tooling. One of these tools is a stable and well maintained infrastructure.,specialist (Mid / Regular),hybrid work,,,Warszawa,False
Senior DevOps Engineer,INFOGAIN TECHNOLOGIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Terraform,Python,Bash,Jenkins,Docker,Kubernetes,AWS","https://www.pracuj.pl/praca/senior-devops-engineer-krakow,oferta,1003707642","We are looking for a dynamic AWS DevOps lead engineer to manage an eCommerce project for a leading technology company based out of Silicon Valley, USA. You would be setting up / managing Adobe Commerce instances, Jenkins CI/CD pipelines and MuleSoft integration layer for a variety of eCommerce projects across geographies.",senior specialist (Senior),"home office work, hybrid work","150,00–190,00",net (+ VAT) / hr.,,False
Python Developer,Autopay Services sp. z o.o.,"Python,Django,PostgreSQL,HTML,JavaScript,CSS","https://www.pracuj.pl/praca/python-developer-sopot,oferta,1003677100",,specjalista (Mid / Regular),praca zdalna,10000–18000,netto (+ VAT) / mies.,,False
Senior Data Engineer (Snowflake),ITFS sp. z o.o.,"Snowflake Data Cloud,dbt,Python,R,SQL,Java,Scala,CI/CD,Unix","https://www.pracuj.pl/praca/senior-data-engineer-snowflake-warszawa,oferta,1003697206","Miejsce pracy: 100% zdalnie (na terenie Polski),Start: ASAP (max. 30 dni kalendarzowych wypowiedzenia),Współpraca: B2B z ITFS – zaangażowanie długofalowe, full-time,Wynagrodzenie: 110-125 zł/h + VAT (bez płatnych urlopów),Branża: pharma,Proces rekrutacyjny: krótka rozmowa tel. z ITFS (ok. 15 min) ➡ 2 rozmowy miękko-techniczne z Klientem ➡ decyzja",starszy specjalista (Senior),praca zdalna,"110,00–125,00",netto (+ VAT) / godz.,,False
Security Architect - Google Cloud,Google,"Java,C++,Python","https://www.pracuj.pl/praca/security-architect-google-cloud-warszawa-emilii-plater-53,oferta,1003694829","The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers, and software infrastructure. As part of an entrepreneurial team, you will help shape the future of businesses of all sizes and use technology to connect with customers, employees, and partners.,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",specialist (Mid / Regular),hybrid work,,,Warszawa,False
Software Engineer II - Network Security,Google,"Python,C,C++,Java,JavaScript,Angular,TypeScript","https://www.pracuj.pl/praca/software-engineer-ii-network-security-warszawa-emilii-plater-53,oferta,1003714652","Google Cloud's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google Cloud's needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. You will anticipate our customer needs and be empowered to act like an owner, take action and innovate. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",junior specialist (Junior),hybrid work,,,Warszawa,False
Senior Python & Django Developer,Milo Solutions OU,"Python,Django,AWS,Microsoft Azure,PostgreSQL,MySQL,Google Cloud Platform","https://www.pracuj.pl/praca/senior-python-django-developer-estonia,oferta,10981308",,senior specialist (Senior),home office work,18480–25200,net (+ VAT) / mth.,,False
Menedżer ds. Zarządzania Danymi,ALIOR BANK,,"https://www.pracuj.pl/praca/menedzer-ds-zarzadzania-danymi-warszawa,oferta,1003699843","Alior Bank konsekwentnie pracuje na miano innowatora. Stały rozwój bankowości mobilnej i regularne wdrażanie najbardziej nowatorskich na rynku rozwiązań wymaga potężnego zaplecza IT - zarówno w zakresie przygotowania aplikacji i systemów, jak i oceny ryzyka oraz kontroli bezpieczeństwa danych.,Aktualnie w pionie IT Alior Banku zatrudniamy ponad 700 specjalistów. Wykorzystują oni 15 różnych platform, 14 frameworków, ponad 50 różnych technologii w obszarze infrastruktury oraz 10 baz danych. Wdrażamy aktualnie nowe systemy, takie jak Kafka, Eureka, Kubernetes. Pracujemy zarówno w klasycznym modelu projektowym, jak i w Agile, który przystosowaliśmy do naszych standardów poprzez projekt Agilor. Przez zwinną transformację przeprowadza nas zespół Scrum Masterów.","starszy specjalista (Senior), ekspert",praca hybrydowa,,,,False
Data Engineer (CoP),Lufthansa Systems,"Python,SQL,Azure Data Factory,Azure Databricks","https://www.pracuj.pl/praca/data-engineer-cop-gdansk-aleja-grunwaldzka-415,oferta,1003697572","Lufthansa Group's Digital Hangar speeds up aviation's digital transformation. By leveraging cutting-edge technologies and promoting teamwork among digital experts, it aims to improve customer experiences, innovate operations, and support sustainable growth, keeping Lufthansa at the forefront of the industry.,The Community of Practice (CoP) Data Architecture and Engineering gathers specific professions and defines development standards among them. As a Data Engineer working in our CoP, you will have the opportunity to drive new initiatives and contribute significantly to our data engineering network. You will collaborate with fellow data engineers, organize learning sessions, and manage technical events. This role is designed for individuals who are passionate about community building and knowledge sharing.","specialist (Mid / Regular), senior specialist (Senior)",hybrid work,8000–21000,gross / mth.,Gdańsk,True
Data Scientist,Integer Group Services Sp. z o.o,,"https://www.pracuj.pl/praca/data-scientist-krakow-pana-tadeusza-4,oferta,1003702846",,"specialist (Mid / Regular), senior specialist (Senior)",home office work,,,Kraków,False
Development Engineer,ITDS Polska Sp. z o.o.,"Google Cloud Platform,AWS,Python,Jenkins,GitHub,Bash,Groovy","https://www.pracuj.pl/praca/development-engineer-krakow,oferta,1003691928","As a Development Engineer, you will be working for our client, a leading financial institution that leverages advanced analytics and big data technologies to manage and reduce financial crime risks. This project focuses on building a robust analytics platform to support global data science and analyst communities. Your role will involve developing data transformation solutions and algorithms while collaborating with teams using cloud technologies to deliver impactful, data-driven outcomes. This is a hybrid position, allowing a mix of remote work and time in the office.,Join us, and shape the future of financial crime prevention technology!,Krakow-based opportunity with the possibility to work 60% remotely!","senior specialist (Senior), expert",hybrid work,21000–26880,net (+ VAT) / mth.,,False
